Year,Subject,avg_IndATAR,avg_Gap,avg_ModeratedHSCScore,avg_ScaledScore,count_students
2009,English Advanced,62.30022324225806,3.9819239868,72.83870967741936,24.245806451612903,31
2009,English Extension 1,79.03573176,4.676572431,68.0,31.07222222,2
2009,English Extension 2,85.4379562,11.83029414,76.0,34.24,1
2009,English Standard,35.659353697407404,-8.49026200988182,59.96296296296296,13.77037037037037,54
2009,Food Technology,46.06122197,-4.416315563428571,68.1,17.797542016900003,10
2009,Geography,46.61629902777778,-1.234748733,64.44444444444444,17.990713102222223,9
2009,Hospitality Exam,33.219184387272726,-2.000711595,65.45454545454545,12.829249010909091,11
2009,Information & Digital Technology Exam,42.94882749833334,,67.83333333333333,16.581153846666666,6
2009,Legal Studies,43.713867875000005,-3.6302931889999996,62.666666666666664,16.87878787833333,6
2009,Mathematics Standard 2,49.407340965806455,0.2685602872319151,66.79032258064517,19.11237281735484,62
2009,Modern History,60.577888870833334,0.925518577927273,73.5,23.392857143333334,12
2009,Music 1,46.770539764999995,-9.655338063950001,77.0,18.0526666675,4
2009,PDH&PE,50.21002052357143,1.179131246287059,65.53571428571429,19.598324611428573,28
2009,Physics,55.47343481,4.025714907,59.57142857142857,21.415351814285714,7
2009,Retail Services Exam,34.79693794,-7.2471784835,69.85714285714286,13.433706004142858,7
2009,Senior Science,50.012829822499995,3.5105402000714285,74.4,19.3350357155,20
2009,Textiles & Design,38.966671595,-31.30236488,67.0,15.048928570000001,2
2009,Visual Arts,43.2804863625,-0.20629111224999996,74.41666666666667,16.703611111666667,12
2010,Ancient History,50.135747275,6.406133436599999,64.75,19.39250000125,8
2010,Biology,54.367908010399994,1.9566071815639998,63.32,21.109045454400004,25
2010,Business Services Exam,34.36559406833333,4.327814937,68.33333333333333,13.223880596666667,6
2010,Business Studies,46.64866503636363,1.0831384769,67.18181818181819,18.023582843636362,11
2010,Chemistry,70.70842301833333,4.5351819097,67.66666666666667,28.208496730000004,6
2010,Community & Family Studies,45.463814864074074,1.2377919733999998,69.62962962962963,17.784225589814813,27
2010,Design & Technology,47.276573467999995,11.212008034,72.8,18.421809524,5
2010,Drama,41.03970769625,2.911430886833333,64.875,15.79172535375,8
2010,Engineering Studies,54.34965391888889,-5.881114861114285,69.66666666666667,21.034761904444444,9
2010,English Advanced,57.46898826172414,1.4476894142296297,71.3103448275862,22.306527093793104,29
2010,English Standard,30.53443573111111,-4.512765801327059,55.266666666666666,11.7511496716,45
2010,Food Technology,27.637667009285714,-5.6818761554,52.142857142857146,10.642837359642858,14
2010,Hospitality Exam,29.326551828000003,-7.408047540666666,62.2,11.2848571428,5
2010,Industrial Technology,28.819531365714287,-12.810983341250001,62.0,11.117097505857144,7
2010,Information & Digital Technology Exam,55.967717366,-1.0112937414999998,74.4,21.815930736000002,5
2010,Legal Studies,40.769351668333336,-0.9468013364000001,54.083333333333336,15.780243845000001,12
2010,Mathematics Advanced,58.18961375400001,-4.542917597600001,61.6,22.606285714000002,5
2010,Mathematics Extension 1,72.35864371333334,0.8414187113333332,58.666666666666664,28.983423423333335,3
2010,Mathematics Extension 2,90.68747121,3.357970348,69.0,37.41923077,1
2010,Mathematics Standard 2,41.39678565297297,-3.850768193660714,64.94594594594595,15.992495173783784,37
2010,Modern History,39.827214368,3.7075558573749996,53.6,15.325070422,5
2010,Music 1,43.03266694,2.2563499950000003,75.85714285714286,16.55847619,7
2010,PDH&PE,40.72032669722222,-4.0476924808,64.83333333333333,15.712826797222224,18
2010,Physics,72.85068100000001,9.024977187,73.0,29.12257353,4
2010,Retail Services Exam,37.204123014000004,2.2069557955,70.8,14.5280252099,10
2010,Society & Culture,49.616170738,-0.8807343064000002,68.4,19.45051948,5
2010,Visual Arts,49.78116865,1.2585845009999999,75.6,19.334594594000002,5
2011,Ancient History,52.59653338909091,6.40651701175,68.18181818181819,20.425508935454545,11
2011,Automotive Exam,55.93283582,,80.0,21.675,1
2011,Biology,66.148641093125,4.800010045125,71.625,26.076570511875,16
2011,Business Services Exam,41.65292148888889,5.7140123035,68.44444444444444,16.22769230777778,9
2011,Business Studies,54.333145675625,1.1089165678928572,68.3125,21.209469697,16
2011,Chemistry,73.98650635199999,3.294685416,71.8,29.282091506,5
2011,Community & Family Studies,50.312543964444444,8.494280796966667,73.55555555555556,20.187795150333333,9
2011,Construction Exam,51.44759545,4.739100572166667,71.57142857142857,20.08904762,7
2011,Design & Technology,43.66925064,0.4608467690000002,72.33333333333333,16.899999996666665,3
2011,Drama,49.029830474166666,-3.338210647055556,73.5,19.030654760833333,12
2011,Electrotechnology Exam,25.887721925,-3.8834975080000005,50.5,10.0185483855,2
2011,Engineering Studies,47.9024167825,5.157403589199999,66.0,18.538235295,4
2011,English Advanced,59.89923610518518,-3.0794216651346153,72.14814814814815,23.570967924444446,27
2011,English Extension 1,89.96363636,0.2540259745,82.0,37.1,1
2011,English Standard,35.25969447714286,-4.495805781186957,58.66233766233766,13.656286122441557,77
2011,Entertainment Industry Exam,42.06803067,10.5853509,62.5,16.28032787,2
2011,Food Technology,35.480662146875,-1.2084264408166667,64.3125,13.740702266875001,16
2011,History Extension,57.61925667,3.674058072,50.0,22.35294118,1
2011,Hospitality Exam,35.467720899999996,1.0453342239999999,68.83333333333333,13.726328501666666,6
2011,Industrial Technology,29.63833261466667,-7.107333730125,63.86666666666667,11.470034722000001,15
2011,Information & Digital Technology Exam,48.011359544444446,7.7005019794828575,78.55555555555556,18.83919753111111,9
2011,Information Processes & Technology,44.055798855,-0.3758166923333333,65.07142857142857,17.21324262985714,14
2011,Legal Studies,41.37389500555556,-1.561268479285714,58.111111111111114,16.168422700833332,18
2011,Mathematics Advanced,60.831264295714284,-4.464775614442857,63.714285714285715,23.93202388857143,7
2011,Mathematics Extension 1,84.93515694,13.90021157,70.0,34.33783784,1
2011,Mathematics Extension 2,72.21548289,1.180537523,54.0,28.36708861,1
2011,Mathematics Standard 2,42.466927,-3.8958535122829825,63.06153846153846,16.605765095138462,65
2011,Modern History,54.091757125,6.815826511454546,65.85714285714286,21.060411119142856,14
2011,Music 1,57.11337092,14.076182076399999,78.85714285714286,22.591333332857143,7
2011,PDH&PE,48.98184838434782,-1.2827426191111109,67.65217391304348,19.15364481956522,23
2011,Physics,75.91615429800001,11.7490190578,74.4,30.237142858,5
2011,Primary Industries Exam,28.85443584,,70.0,11.16666667,1
2011,Retail Services Exam,20.149972133333332,-8.113984157,64.66666666666667,7.798039215666666,6
2011,Senior Science,47.684042764285714,3.318015235909091,76.42857142857143,18.71982130857143,14
2011,Society & Culture,50.208541801,-5.307046737896666,70.3,19.463070362,10
2011,Software Design & Development,45.447568569,2.457805248622222,60.5,17.617916666,10
2011,Textiles & Design,42.955438112857145,-5.2105326232,64.71428571428571,16.6684968,7
2011,Visual Arts,53.0241861947619,-1.0641620360214286,75.9047619047619,20.777301587619046,21
2012,Ancient History,46.091525176666664,-3.3001941776500003,59.166666666666664,17.613131313333334,6
2012,Biology,61.7994403456,7.894809641621739,68.6,24.1774805192,25
2012,Business Services Exam,35.3898350025,0.7572614196000005,66.75,13.676587302375,16
2012,Business Studies,39.27618738769231,-4.8699399200146996,58.76923076923077,14.994412552,13
2012,Chemistry,80.5102698675,9.2550538305,75.75,32.5703022875,4
2012,Community & Family Studies,48.35768412666666,2.567081451,73.46666666666667,18.749850746333333,15
2012,Construction Exam,30.682977857777775,15.481333435,62.77777777777778,11.748219832666667,9
2012,Dance,41.10699398,-7.988921726,68.66666666666667,15.661764706666666,3
2012,Design & Technology,35.26671842,-6.495555849666666,66.25,13.436619717500001,4
2012,Drama,44.130161995,0.6468045985181816,68.44444444444444,16.83950617222222,18
2012,Electrotechnology Exam,47.24409449,,71.0,18.0,1
2012,English Advanced,49.7768134788,-6.5421583741875,69.76,19.0528056204,25
2012,English Extension 1,71.13216373,10.96146576,66.0,27.78947368,1
2012,English Extension 2,77.52628325,17.35558528,68.0,30.69714286,1
2012,English Standard,36.0475993704878,-6.948521100418572,60.53658536585366,13.735404885609757,41
2012,Entertainment Industry Exam,57.63480392,-2.620418451,71.0,22.025,1
2012,Food Technology,43.32637708642857,-0.6524463938888891,69.85714285714286,16.540686872000002,14
2012,Hospitality Exam,40.65527512944445,4.190735570671428,70.88888888888889,15.561949620055556,18
2012,Human Services Exam,50.95760757333333,-1.0232962673333337,74.0,19.86,3
2012,Industrial Technology,38.205505838571426,4.840402371500001,68.14285714285714,14.759821427857144,14
2012,Information Processes & Technology,41.489907318,-0.4321231506790002,64.8,15.834146825,10
2012,Legal Studies,41.20628537692308,-2.538083244411111,57.92307692307692,15.752698047692308,13
2012,Mathematics Advanced,59.982390519999996,2.2214134634444442,64.88888888888889,23.215123456666667,9
2012,Mathematics Extension 1,66.279609325,-6.387410074,54.0,25.686486485,2
2012,Mathematics Standard 2,40.51494486913043,-4.1985318551125,60.69565217391305,15.558432678782609,46
2012,Music 1,49.018422532857144,4.49778261975,76.42857142857143,18.965809524285714,7
2012,PDH&PE,50.68491340181818,2.9420789865773336,67.36363636363636,19.57145979009091,22
2012,Physics,66.57923335333334,7.822487254888888,66.55555555555556,25.983641316666663,9
2012,Primary Industries Exam,27.87589051,,71.5,10.620714285,2
2012,Retail Services Exam,38.319047668888885,28.34963804,70.55555555555556,14.865017118222223,9
2012,Senior Science,39.44911222333334,0.81941928712,71.66666666666667,15.321051198083333,12
2012,Textiles & Design,29.662489373750002,1.2339635722,59.0,11.301408451,8
2012,Visual Arts,43.889373569285716,-3.6419932726555553,74.71428571428571,16.781476190714283,14
2013,Ancient History,75.81236921,5.233361621,80.33333333333333,30.227777776666667,3
2013,Automotive Exam,75.3062678,3.495615405,84.0,29.93333333,1
2013,Biology,56.54041241136363,2.9574907083714286,68.36363636363636,22.09456047681818,22
2013,Business Services Exam,51.28157474888889,5.754954521166667,72.44444444444444,20.00000000111111,9
2013,Business Studies,46.804841665,-0.9465653040117646,66.65384615384616,18.03437742769231,26
2013,Chemistry,76.071948288,4.23794788114,75.2,30.882753624000003,5
2013,Community & Family Studies,41.821037511111115,-1.1503668164555554,69.96296296296296,16.18056213614815,27
2013,Construction Exam,31.698191859999998,-5.49644779625,68.5,12.158742559333334,6
2013,Dance,45.21693675,-14.02591333,72.0,17.3,2
2013,Design & Technology,41.55545984125,2.5312728418666666,69.875,15.950117370000001,8
2013,Drama,55.09141594444444,1.6324438228599998,74.55555555555556,21.460207231111113,9
2013,Electrotechnology Exam,53.061962431999994,2.4335612699199998,74.0,20.474,5
2013,English Advanced,59.769202224,-3.8446218175866664,70.86666666666666,23.509021857999997,15
2013,English Standard,43.3214983332,-3.9746926074826923,63.72,16.629244444133334,75
2013,Food Technology,59.56078818666666,8.495079368199999,75.33333333333333,23.206060606666668,6
2013,German Beginners,33.45140476,-12.03454327,49.0,12.79850746,1
2013,Hospitality Exam,49.819259468,4.385562745,76.2,19.22,5
2013,Human Services Exam,65.33185841,4.996513003,77.0,25.5,1
2013,Industrial Technology,30.982801199032256,-10.261883131131578,66.3225806451613,11.872664650032258,31
2013,Information & Digital Technology Exam,52.89207243,7.0419462962857144,77.0,20.68842203511111,9
2013,Information Processes & Technology,53.225466342000004,-0.05252546239999996,74.8,20.681666666,10
2013,Legal Studies,47.168699754166674,-4.98416089042,65.5,18.113432835833333,12
2013,Mathematics Advanced,58.603477021818186,-3.4039773493136365,60.18181818181818,23.07948051909091,11
2013,Mathematics Extension 1,87.86792453,-7.312107336,74.0,36.0,1
2013,Mathematics Standard 2,48.43990772576923,0.620260552427907,64.63461538461539,18.727988400576923,52
2013,Metal & Engineering Exam,52.925,,73.0,20.3,1
2013,Modern History,51.00337354333333,3.59595524135,67.33333333333333,19.703579811666668,6
2013,Music 1,52.425,6.939051976,81.0,20.1,1
2013,PDH&PE,50.96624533095238,-1.3037160017764706,67.71428571428571,19.829667422857142,21
2013,Physics,67.71714063375,6.489282811675,68.75,26.81737013125,8
2013,Retail Services Exam,22.985370878571427,-12.621657918333334,67.85714285714286,8.794202898142858,7
2013,Senior Science,63.07081286142857,9.991416764692307,81.57142857142857,24.778265306428573,14
2013,Society & Culture,44.28390945388889,-2.2944382220869235,68.22222222222223,17.124387994444444,18
2013,Software Design & Development,50.7983932075,-1.5084495085454543,69.33333333333333,19.656929638333335,12
2013,Visual Arts,48.134731495384614,-2.758761109109091,76.0,18.61219681153846,13
2014,Aboriginal Studies,31.46392838,-18.47112516,70.0,11.95,1
2014,Ancient History,51.869785409090916,-1.63661169469,67.72727272727273,19.979289772727274,11
2014,Biology,55.98042823243243,5.191998696969445,64.62162162162163,21.716146916216218,37
2014,Business Services Exam,35.979835051428566,-0.9284812109250002,66.28571428571429,13.816593406571428,7
2014,Business Studies,49.49950792695652,-1.379321431236842,68.6086956521739,19.032167326086956,23
2014,Chemistry,65.41261626444445,4.8591754912222225,68.11111111111111,25.585238094444446,9
2014,Community & Family Studies,40.49505366166667,-2.9130161616130437,70.6,15.557426470633335,30
2014,Construction Exam,36.774858005,-5.4725031135,72.5,14.110058043666667,6
2014,Design & Technology,36.620777855,-6.254034486,67.0,13.90857143,2
2014,Drama,44.19756603625,-1.4988054778333335,71.125,16.85451389,8
2014,English Advanced,59.286232244062504,1.3344979835225808,72.25,22.9912500003125,32
2014,English Extension 1,76.138158605,-0.3397731775,73.0,30.22948718,2
2014,English Extension 2,79.39739947000001,2.9194676824999997,71.0,31.794285715,2
2014,English Standard,38.18036316491228,-3.9592403817660418,62.31578947368421,14.50439710385965,57
2014,Food Technology,26.4815852875,-7.2210415345,58.5,10.057706092,8
2014,Geography,44.226256665,-0.08247697462499981,60.083333333333336,16.957828282666664,12
2014,Hospitality Exam,46.404974493333334,2.686387159666667,72.77777777777777,17.94363929111111,9
2014,Human Services Exam,49.007811125,3.6770198365000004,73.0,18.736666665,2
2014,Industrial Technology,35.55671777777778,-8.958799567160002,69.05555555555556,13.613271604833335,18
2014,Legal Studies,51.83530477,-0.046318645943750014,67.17647058823529,19.89290552529412,17
2014,Mathematics Advanced,50.16711017764706,-11.73137705915294,55.94117647058823,19.23045930629412,17
2014,Mathematics Extension 1,64.410918245,2.289388492,52.0,25.156756755,2
2014,Mathematics Standard 2,42.467969881320755,-1.9804020898469388,61.301886792452834,16.25622641509434,53
2014,Modern History,39.092829551,-0.8433421869666667,53.6,14.871857142300001,10
2014,Music 1,60.092640394,10.663181121266666,83.6,23.313809526,5
2014,PDH&PE,45.23000898075,0.33295991751562504,66.0,17.372149621,40
2014,Physics,62.411376156,7.45283725826,64.9,24.251492537,10
2014,Primary Industries Exam,59.07582938,2.151658768,80.0,22.8,1
2014,Retail Services Exam,39.42104034125,5.7985310210000005,70.0,15.224348958750001,8
2014,Senior Science,40.27228727074074,1.9996323441750001,70.5925925925926,15.419130098888889,27
2014,Society & Culture,50.78162911333333,3.3261130891833335,72.33333333333333,19.773075788666667,15
2014,Tourism Travel & Events Exam,57.8436019,-7.472066307,78.0,22.28,1
2014,Visual Arts,43.93030667,-2.5236346787941177,73.41666666666667,16.855698249583334,24
2015,Ancient History,44.40238685642857,-5.4744008408000004,60.285714285714285,17.09453125,14
2015,Automotive Exam,71.24624624,12.08109473,82.0,28.03333333,1
2015,Biology,53.813505752903225,2.5244996471172416,63.064516129032256,20.818425179032257,31
2015,Business Services Exam,34.183907112,-8.9219132,69.2,13.1197835492,5
2015,Business Studies,43.59931500384615,0.15428141341666665,65.46153846153847,16.866103342307692,13
2015,Chemistry,61.0373910575,5.279291413575,64.625,23.60217391375,8
2015,Community & Family Studies,35.36054711571428,-5.9432066112875,64.78571428571429,13.725664812071429,14
2015,Construction Exam,28.415435523333333,,69.16666666666667,10.905844154333332,6
2015,Dance,62.03936433,4.3896251785,79.5,24.86,2
2015,Drama,39.039947222857144,-5.3783692281799995,68.71428571428571,14.983531744285713,7
2015,English Advanced,50.30136004967742,-3.5839842093580643,67.03225806451613,19.48295872387097,31
2015,English Standard,42.909434444,-1.8688925360244446,64.22,16.5233333328,50
2015,Food Technology,38.0293377175,2.1543817433520003,65.375,14.684612518,8
2015,Geography,46.51653485714286,-1.06415031755,61.714285714285715,17.963203461428574,7
2015,Hospitality Exam,49.42494086666667,5.5048958674,75.83333333333333,19.145591786666667,6
2015,Industrial Technology,51.1947332005,6.189524893329412,75.0,19.839791667,20
2015,Information & Digital Technology Exam,54.15637816,4.78739856525,73.88888888888889,20.89273631888889,9
2015,Information Processes & Technology,52.237858980000006,2.9371651814999997,73.36363636363636,20.21031745909091,11
2015,Legal Studies,45.61609947833333,-0.4732887311666665,65.0,17.514842455,6
2015,Mathematics Advanced,40.3608441525,-13.668395952325,44.375,15.500856163875,16
2015,Mathematics Extension 1,37.18152754,-10.44578906,30.0,14.27027027,1
2015,Mathematics Standard 2,43.55350070375,-4.266839662619231,62.25,16.782912172589285,56
2015,Modern History,60.513326042222225,4.273446211555555,72.33333333333333,23.82509930111111,9
2015,Music 1,40.39787806384615,-2.2898811221818183,75.61538461538461,15.540013495384615,13
2015,PDH&PE,52.352616057666665,1.7654001037892857,70.2,20.363042929333336,30
2015,Physics,58.261269257777776,4.491592920772223,62.888888888888886,22.513977731111112,9
2015,Primary Industries Exam,23.41384023625,-11.078190565,54.75,8.986231883999999,4
2015,Retail Services Exam,34.655585856,,70.8,13.3008138522,5
2015,Senior Science,48.85685274266667,5.142398645936001,72.7,18.975659722666666,30
2015,Society & Culture,40.45342437666667,0.9175386982285714,65.0,15.54552469088889,9
2015,Software Design & Development,55.04651390714286,2.2874043166285714,72.28571428571429,21.257823128571427,7
2015,Textiles & Design,38.23003179166667,-5.3137402041,68.0,14.677846245,6
2015,Visual Arts,40.65664277142857,-4.265558367400001,74.33333333333333,15.611604461904763,21
2016,Ancient History,52.383566783000006,2.354792278875,67.4,20.302968254,10
2016,Biology,54.82366093441176,1.5954858187521874,67.05882352941177,21.166518122941177,34
2016,Business Services Exam,45.05770373166666,6.4937266135,73.0,17.465833333333332,6
2016,Business Studies,44.838280284,-0.6393686122954545,64.6,17.2683636364,25
2016,Chemistry,60.396890435833335,1.1648124378333333,64.41666666666667,23.3393719825,12
2016,Community & Family Studies,38.72610674928571,-1.9188431945714286,68.32142857142857,14.954997681214286,28
2016,Construction Exam,48.60827215333333,14.39205899,75.0,18.735882352999997,6
2016,Drama,38.700583423333335,-11.017256279636364,69.41666666666667,14.814583335,12
2016,Earth & Environmental Science,50.47815314307692,2.589989434018182,68.6923076923077,19.559357060923077,13
2016,Electrotechnology Exam,50.41025641,12.26548582,73.0,19.3,1
2016,English Advanced,54.52669050939394,-2.00083505026,70.48484848484848,21.298036615454546,33
2016,English Extension 1,80.48582996,0.3112530090000001,80.0,32.3,2
2016,English Extension 2,80.13157895,7.450985653,72.0,32.125,1
2016,English Standard,39.0952894345098,-4.931928083465218,63.05882352941177,14.985474439999999,51
2016,Geography,52.34796032142857,4.1791718488,67.57142857142857,20.34406762714286,7
2016,Hospitality Exam,49.6798776,13.83366634,74.0,19.241071429999998,2
2016,Human Services Exam,36.187156834999996,-4.213299488966666,66.75,13.99230769225,4
2016,Industrial Technology,37.55753043538462,1.1435984719999999,63.38461538461539,14.583792209692309,13
2016,Information & Digital Technology Exam,59.619147915,6.7221758825,77.5,23.183333335,2
2016,Information Processes & Technology,44.92545448888889,2.0862897555,68.88888888888889,17.22358134888889,9
2016,Italian Beginners,67.99539171,-8.096479386,77.0,26.64,1
2016,Legal Studies,45.05712859230769,0.8347640654166666,62.92307692307692,17.334445702307693,13
2016,Mathematics Advanced,53.55599075875,-4.6069819364999995,56.875,20.676396105000002,8
2016,Mathematics Extension 1,60.518452465,6.2530341037,47.75,23.74236111,4
2016,Mathematics Extension 2,46.423711663333336,-7.092891083333335,32.333333333333336,18.149777777666667,3
2016,Mathematics Standard 2,43.00536123532258,-4.1472093116314,61.274193548387096,16.51790322580645,62
2016,Metal & Engineering Exam,72.43303571,,81.0,28.6,1
2016,Modern History,56.281375004615384,3.760209021623077,68.92307692307692,21.895733677692306,13
2016,Music 1,59.492683928571424,14.7661398525,84.0,23.282653061428572,7
2016,PDH&PE,43.934013210434784,2.4042731227166665,63.26086956521739,16.888611110869565,23
2016,Physics,62.13892722571428,5.535214516714285,64.85714285714286,24.132900432857145,7
2016,Primary Industries Exam,37.870074824999996,9.525918535999999,72.5,14.524918301833333,6
2016,Retail Services Exam,44.1171980525,-3.638268459,74.0,16.9475,4
2016,Senior Science,41.02566829935484,0.21009356243846153,70.70967741935483,15.772243620354839,31
2016,Society & Culture,65.15083223454545,2.734619662681818,80.0909090909091,26.56699103636364,11
2016,Visual Arts,43.31118861423077,-4.78820796745,74.6923076923077,16.690232401923076,26
2017,Aboriginal Studies,17.783129782666666,,62.666666666666664,6.4730592410000005,3
2017,Ancient History,59.238363415555554,0.96679672287875,71.11111111111111,22.64409972777778,9
2017,Biology,54.98229356416667,2.693822855490476,66.58333333333333,20.832839966250003,24
2017,Business Services Exam,44.97958944125,1.5911988330500002,75.0,16.61279762125,8
2017,Business Studies,44.91251956466667,-3.350008031171428,62.8,16.6389562272,15
2017,Chemistry,61.21435926363636,3.2881986413454545,61.90909090909091,23.334922759090908,11
2017,Community & Family Studies,36.75876957705882,1.86126407822637,63.529411764705884,13.690588235294118,17
2017,Construction Exam,41.34583567888889,,72.44444444444444,15.772904040444445,9
2017,Dance,36.06532357,-6.034711319,68.0,13.12777778,1
2017,Design & Technology,34.614894035,-9.711753392666667,64.5,12.599821428333334,6
2017,Drama,49.3701763125,1.5693973865,72.5,18.5211309525,4
2017,Electrotechnology Exam,75.16877637,15.52475967,81.0,29.7,1
2017,English Advanced,61.99667486928571,-1.9446352012857138,74.57142857142857,23.913265305000003,14
2017,English Extension 1,71.04643191000001,5.124023642,67.33333333333333,27.796581196666665,3
2017,English Extension 2,71.68463332666666,5.762225055333334,64.66666666666667,28.083809523333333,3
2017,English Standard,40.85301308645833,-1.879447251202326,62.666666666666664,15.004575893125,48
2017,Geography,50.94974008125,-0.9696657316000001,67.375,19.140679348749998,8
2017,Hospitality Exam,61.794420326666675,11.7125790125,78.0,23.69619047666667,3
2017,Human Services Exam,35.1979798825,4.992541214,65.25,12.81206467625,4
2017,Industrial Technology,33.98265859241379,-8.5929120423,62.275862068965516,12.467869341827587,29
